id,IP_ES_25_N1,Z3_IB_4_N1,Z1_IB_10_N1,Z1_IB_5_N1,Z3_IB_8_N1,ECI_IB_4_N1,ECI_IB_5_N1,Gs(U)_IB_12_N1,Gs(U)_IB_68_N1,Gs(U)_IB_58_N1,Gs(U)_IB_60_N1,Z1_NO_sideL35_M,HP_NO_sideL35_CV,Z1_NO_sideR35_CV,Pb_NO_sideR35_S,IP_NO_sideL35_SI71,Z1_NO_PRT_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Z3_NO_UCR_N1,ECI_NO_UCR_CV,Pa_NO_BSR_SI71,ISA_NO_NPR_S,Z3_NO_NPR_V,IP_NO_PLR_S,Pb_NO_PCR_V,ECI_NO_PCR_CV,class
3506,5.36,13.18,8,7.52,15.8,41.39,60.95,0.05,0.1,0.03,0.03,10.29,-12.84,2.85,0.83,0.63,8.23,7.87,0.5,1.67,11.24,0.48,0.6,-0.66,0.75,0.41,0.02,0.62,N
3507,3.72,14.21,7.53,6.68,18.42,33.83,31.58,0.04,0.04,0.05,0.07,1.01,-7.75,7.25,0.72,0.54,8.75,14.86,0.51,1.24,6.69,0.52,0.61,-0.65,1.08,0.19,0.02,0.56,N
3508,5.67,19.72,6.57,6.95,13.32,197.04,243.06,0.06,0.06,0.04,0.05,1.06,62.35,-1662.86,0.66,0.66,-21.46,6.74,0.55,0.91,10.54,0.59,0.45,-1.14,0.92,0.5,0.02,0.54,N
3509,5.63,17.28,9.79,11.82,27.92,119.09,270.37,0.05,0.04,0.04,0.14,3.85,-1.53,3.43,0.5,0.55,2.68,2.3,0.57,-0.52,-3.96,0.34,0.51,-0.32,1.27,0.39,0.02,0.58,N
3510,6.01,28.77,8.55,6.81,16.8,221.24,295.99,0.05,0.03,0.03,0.04,1.08,-28.26,7.58,0.6,0.56,24.01,-4.82,0.53,-0.72,-2.17,0.4,0.53,-0.68,0.89,0.32,0.01,0.41,N
3511,5.71,24.84,8,11.03,87.7,31.08,31.58,0.05,0.04,0.05,0.09,1.34,-2.85,3.59,1.34,0.57,3.24,7.86,0.57,1.16,8.44,0.47,0.5,-1.04,0.75,0.69,0.02,0.55,N
3512,5.73,22.45,14.47,16.37,41.33,26.97,39.26,0.09,0.06,0.04,0.04,0.48,-3.95,10.81,1.07,0.53,8.2,-3.29,0.48,-0.81,-0.33,0.34,0.53,-0.27,1.18,0.22,0.01,0.52,N
3513,3.5,23.35,10.23,7.34,10.14,142.56,134.39,0.05,0.04,0.05,0.03,3.15,-1.82,11.84,0.91,0.62,3.96,2.45,0.54,0.96,9.65,0.5,0.52,-1.64,1.39,0.3,0.02,0.62,N
3514,-0.88,12.08,6.86,9.43,14.85,38.14,36.89,0.05,0.04,0.03,0.03,0.72,-3.57,1.34,1.58,0.56,2.76,3.4,0.38,-0.92,0.8,0.28,0.87,-1.1,0.8,0.22,0.01,0.62,N
3515,-0.11,17.19,8.44,13.07,10.43,27.85,64.99,0.04,0.04,0.08,0.05,0.38,-6.37,3.4,0.9,0.49,3.7,-3.71,0.44,1.4,4.01,0.49,0.27,-0.46,1.76,0.94,0.02,0.66,N
3516,5.98,12.15,10.34,7.74,17.49,31.84,33.79,0.04,0.04,0.14,0.05,0.72,-3.78,5.17,0.65,0.57,5.65,718.25,0.54,1.34,5.59,0.47,0.51,-0.68,1.11,0.47,0.01,0.52,N
3517,0.27,17.79,12.24,13.17,14.07,40.37,41.99,0.05,0.05,0.04,0.04,0.66,-7,-346.93,0.9,0.52,9.88,-4.54,0.53,1.23,18.25,0.54,0.51,-0.81,1.37,0.99,0.01,0.68,N
3518,-1.03,25.15,13.27,12.22,15.24,94.31,123.15,0.05,0.04,0.04,0.04,1.24,-8.66,-5.23,0.37,0.52,-6.94,-4.98,0.55,1.78,4.27,0.46,0.49,-0.99,1.51,0.91,0.01,0.52,N
3519,-0.07,10.8,7.22,14.12,32.58,73.42,48.01,0.05,0.05,0.05,0.05,1.73,-6.92,2.99,1.2,0.61,5.52,20.75,0.56,1.01,17.37,0.6,0.56,-1.04,1.29,0.54,0.02,0.63,N
3520,5.62,17.65,8.58,7.66,19.76,32.6,37.2,0.06,0.05,0.04,0.04,2.03,-16.51,-7.28,0.23,0.59,-7.57,5.42,0.55,1.88,-2.8,0.42,0.53,-0.99,1.46,0.43,0.02,0.63,N
3521,14.38,19.35,7.78,7.28,15.39,31.26,25.92,0.05,0.13,0.03,0.03,2.36,17.48,6.23,0.71,0.51,-43.55,-17,0.51,1.62,1.44,0.49,0.55,-1.06,0.64,0.23,0.01,0.59,N
3522,5.83,13.93,8.49,12.48,26.43,18.7,23.53,0.06,0.06,0.05,0.05,0.75,-9.29,-9.41,0.52,0.55,-75.82,-4.93,0.54,-0.55,-1.75,0.37,0.52,-0.65,1,1.07,0.02,0.61,N
3523,5.59,13.41,7.46,16.47,29.31,49.21,58.73,0.04,0.13,0.05,0.13,1.18,-5.84,2.63,1.42,0.59,2.54,-2.9,0.39,0.27,34.02,0.71,0.56,0.74,0.34,0.94,0.02,0.63,N
3524,5.92,16.68,8.06,18.95,14.32,86.46,39,0.04,0.07,0.05,0.04,2.47,-11.1,2.51,1.5,0.57,6.21,3.93,0.52,1.27,5.7,0.45,0.5,-0.68,1.42,0.15,0.01,0.63,N
3525,4.39,19.93,16.62,12.11,20.71,35.68,41.78,0.13,0.06,0.06,0.05,0.55,-1.93,8.11,1.44,0.6,3.72,-4.7,0.41,1.63,4.94,0.46,0.66,-0.32,1.67,0.63,0.01,0.52,N
3526,17.72,16.1,6.15,11.12,23.83,54.13,44.5,0.1,0.07,0.03,0.04,1.4,-3.9,-7.61,0.34,0.55,41.54,-101.47,0.52,1.39,2.96,0.45,0.48,-1.48,0.93,0.67,0.01,0.48,N
3527,6.33,33.58,9.25,9.29,28.34,78.28,138.11,0.07,0.14,0.07,0.04,1.01,-1.56,1.78,0.87,0.66,2.06,1.51,0.62,-1.14,2.04,0.41,0.57,-0.84,1.77,0.39,0.02,0.62,N
3528,9.49,20.04,10.09,14.92,148.05,85.21,296.98,0.06,0.12,0.04,0.05,0.47,4.77,14.46,0.73,0.56,-83.35,-4.17,0.5,1.51,11.8,0.52,0.53,-0.38,1,0.55,0.01,0.6,N
3529,5.93,44.98,11.85,12.67,13.51,28.37,32.7,0.07,0.04,0.06,0.07,2.07,-5.9,5.33,0.7,0.55,6.25,5.87,0.52,-1.74,6.71,0.42,0.47,-1.64,1.91,0.57,0.02,0.57,N
3530,12.29,13.46,8.71,9.25,13.65,23.16,41.21,0.06,0.05,0.04,0.04,3.24,-0.92,2.77,1.3,0.55,1.63,1.13,0.61,-0.75,-0.06,0.29,0.75,-0.47,1.5,-0.19,0.02,0.56,N
3531,13.71,14.48,8.76,8.69,20.84,24.23,30.77,0.04,0.05,0.06,0.04,0.69,-2.12,-3.31,0.69,0.57,15.49,-15.09,0.46,-1.64,4.42,0.42,0.59,-1.06,1.94,0.12,0.01,0.61,N
3532,5.31,14.18,10.7,8.3,10.76,17.34,15.84,0.03,0.04,0.04,0.05,0.58,-2.53,3.06,1.24,0.53,3.43,5.24,0.58,1.87,4.82,0.42,0.51,-0.5,0.74,-0,0.01,0.62,N
3533,5.22,19.95,10.5,6.49,13.93,72,55.27,0.04,0.09,0.04,0.04,0.71,-12.7,23.42,0.57,0.57,-132.24,-4.19,0.53,1.08,10.56,0.56,0.62,-0.66,1.01,0.57,0.01,0.51,N
3534,15.64,10.99,6.93,11.27,65.55,31.74,42.2,0.08,0.03,0.03,0.03,0.75,-6.7,-6.01,0.68,0.56,-14.7,-3.61,0.47,1.7,4.38,0.46,0.53,-0.65,0.59,-0.12,0.02,0.53,N
3535,5.37,13.22,17.48,7.03,22.45,26.31,36.2,0.04,0.03,0.06,0.07,1.02,-60.5,31.77,1.02,0.44,753.58,-18.19,0.52,1.86,3.84,0.48,0.52,-0.69,0.67,0.21,0.01,0.6,N
3536,-0.65,15.24,12.44,11.01,13.79,37.57,53.54,0.05,0.04,0.05,0.04,0.54,-9.77,6.39,0.62,0.54,6.97,-8.98,0.5,1.3,3.8,0.53,0.56,-0.59,0.67,0.22,0.01,0.56,N
3537,-0.18,9.61,9.18,8.72,11.05,31.32,23.13,0.06,0.05,0.05,0.06,0.71,-1.72,3.74,0.91,0.57,3.14,16.34,0.59,-0.12,-5.41,0.36,0.6,-0.33,0.96,0.18,0.01,0.54,N
3538,4.3,19.85,9,10.37,24.43,23.08,37.41,0.05,0.13,0.13,0.13,1.12,-5.54,31.04,-1.01,0.58,9.34,-0.97,0.3,-1.29,0.55,0.36,0.54,0.9,0.32,0.2,0.02,0.58,N
3539,5.28,25.37,7.92,21.48,14.27,46.67,59.21,0.04,0.2,0.05,0.06,1.99,-1.73,2.58,0.52,0.54,3.29,-9.85,0.45,-1.69,4.94,0.32,0.54,0.08,1.04,0.8,0.01,0.39,N
3540,9.31,17.44,8.62,8.11,24.25,50.35,36.02,0.06,0.05,0.06,0.05,1.71,-7.17,8.38,0.71,0.5,8.28,6.41,0.49,1.32,6.89,0.46,0.52,-0.41,0.83,0.52,0.02,0.62,N
3541,4.67,15.74,6.91,6.35,29.07,33.98,40.3,0.05,0.03,0.05,0.04,0.69,-3.04,5.56,1.31,0.57,4.13,13.31,0.48,-1.2,2.15,0.37,0.49,-0.88,0.33,0.3,0.02,0.6,N
3542,5.41,17.66,6.5,8.55,121.03,26.1,23.51,0.06,0.05,0.03,0.04,1.36,-4,2.77,1.09,0.61,3.67,7.37,0.56,0.75,18.23,0.62,0.58,-0.26,1.09,0.48,0.02,0.6,N
3543,6,21.63,8.93,10.23,16.93,22.91,29.48,0.04,0.04,0.04,0.03,1.3,-2.59,4.43,1.12,0.53,3.39,91.47,0.53,1.22,1.47,0.45,0.59,-0.29,0.66,0.7,0.02,0.63,N
3544,5.98,26.98,15.1,12.6,37.95,133.24,50.79,0.05,0.03,0.07,0.07,0.29,-2.67,3.55,1.33,0.52,3.23,-4.11,0.45,1.75,7.98,0.41,0.75,-0.32,0.39,0.64,0.01,0.49,N
3545,6.65,12.1,8.47,8.77,16.12,123.47,84,0.07,0.04,0.05,0.04,3.5,-38.95,62.34,0.49,0.59,13.86,-10.7,0.48,0.8,23.39,0.62,0.54,-1.61,0.74,0.72,0.02,0.6,N
3546,5.81,26.42,10.54,7.73,13.63,88.91,81.01,0.05,0.05,0.05,0.1,0.92,-13.87,-103.27,0.56,0.52,-8.65,-4.93,0.51,-0.84,-0.01,0.34,0.59,-1.08,1.72,0.57,0.01,0.48,N
3547,5.37,13.63,42.08,9.27,18.49,22.97,19.86,0.09,0.14,0.05,0.05,0.96,-2.27,9.25,0.67,0.56,5.56,-9.93,0.62,1.07,8.09,0.46,0.51,-0.73,1.24,0.99,0.01,0.48,N
3548,5.66,14.82,12.89,8.05,31.33,82.43,129.96,0.04,0.04,0.06,0.04,2.79,14.54,-10.14,0.75,0.51,-5.52,-7.07,0.5,-0.93,-0.23,0.36,0.6,-1.42,1.15,0.43,0.01,0.55,N
3549,4.13,35.75,8.06,13.37,11.77,36.47,42.28,0.03,0.05,0.05,0.12,4.16,-0.98,2.27,0.6,0.53,1.6,1.31,0.52,1.84,12.7,0.44,0.48,-1.94,2.44,0.32,0.01,0.57,N
3550,5.23,9.81,10.51,9.97,26.62,57.01,51.63,0.06,0.09,0.05,0.04,-152.82,-5.01,-8.13,0.23,0.57,-8.16,-4.61,0.52,1.41,7.31,0.48,0.57,-1.18,1.47,0.7,0.01,0.48,N
3551,6.34,11.78,11.17,7.99,16.55,23.29,24.07,0.11,0.04,0.03,0.03,0.71,20.32,103.89,0.17,0.5,29.15,-6.22,0.55,-0.42,-6.44,0.3,0.46,-1.11,0.92,0.75,0.02,0.62,N
3552,5.08,14.16,7.54,6.58,11.53,32.86,38.27,0.04,0.04,0.05,0.05,1.18,-6.93,-2.32,0.4,0.55,-3.97,-1.46,0.46,-0.08,-5.69,0.37,0.49,-0.78,0.94,0.28,0.01,0.39,N
3553,4.76,27.77,8.52,7.94,11.67,24.57,29.87,0.04,0.03,0.05,0.05,0.99,-3.62,3.03,1.27,0.54,4.07,7.93,0.55,-0.8,-0.53,0.33,0.52,-0.68,0.67,0.34,0.02,0.56,N
3554,4.54,23.51,9.41,8.35,15.66,80.66,62.64,0.04,0.04,0.04,0.04,0.8,39.72,-8.13,0.78,0.5,-8.55,-3.41,0.45,-1.5,1.61,0.4,0.45,-0.99,0.79,0.18,0.02,0.54,N
3555,5.19,21.04,9.59,12.24,13.3,190.77,110.78,0.06,0.28,0.06,0.06,0.71,-3.87,16.02,0.6,0.59,8.33,7.54,0.56,1.28,7.01,0.49,0.59,-0.55,1.34,0.54,0.02,0.58,N
3556,4.63,11.25,9.21,7.17,27.96,37.65,27.06,0.04,0.03,0.05,0.05,7.75,-3.54,3.91,0.85,0.59,4.93,2.85,0.56,-0.38,-2.65,0.29,0.61,-1.46,0.71,0.3,0.02,0.61,N
3557,4.25,259.26,213.76,333.33,259.26,466.67,466.67,0.09,0.06,0.04,0.05,0.15,6.64,44.99,0.64,0.45,7.59,-1.54,0.41,-1.62,4.93,0.41,0.44,0.36,0.55,0.93,0.01,0.52,N
3558,6.49,12.59,8.59,7.47,15.06,22.88,26.48,0.04,0.08,0.06,0.04,4.7,-2.83,-8.65,0.56,0.61,33.04,7.54,0.51,1.3,8.3,0.48,0.56,-1.21,1.17,0.37,0.02,0.62,N
3559,2.93,12.8,8.2,8.9,16.75,32.62,42.38,0.03,0.04,0.05,0.04,0.54,-2.79,2.06,1.33,0.57,2.18,2.31,0.56,-1.54,3.5,0.43,0.5,-0.55,1.22,0.06,0.01,0.59,N
3560,-0.97,31.63,11.54,7.63,10.73,40.04,39.17,0.06,0.04,0.05,0.04,0.55,-3.2,3.06,1.49,0.59,3.31,10.23,0.55,-0.79,-1.55,0.38,0.58,-0.61,0.82,0.48,0.02,0.03,N
3561,9.61,20.62,9.79,9.23,14.21,84.88,53.86,0.08,0.05,0.05,0.05,0.68,-3.84,4.19,1.3,0.53,3.31,11.03,0.54,1.64,7.1,0.48,0.52,-0.81,1.37,0.18,0.02,0.62,N
3562,5.38,19.85,7.39,24,13.89,85.53,70.04,0.06,0.04,0.1,0.11,1.12,-5.56,3.99,1.17,0.58,4.98,-5.16,0.48,1.6,13.78,0.51,0.54,-0.79,2.01,0.89,0.02,0.6,N
3563,-1.42,23.94,13.4,14.6,14.79,56.88,52.62,0.08,0.13,0.13,0.13,2.01,-2.25,33.57,2.72,0.55,6.92,-1.23,0.3,-1.24,0.66,0.42,0.64,0.78,1.05,0.78,0.02,0.66,N
3564,-1.38,33.69,8.42,8.58,56.62,26.29,28.18,0.09,0.07,0.04,0.05,7.49,-13.33,-122.54,0.43,0.5,40.5,-3.13,0.53,-0.77,-1.08,0.37,0.52,-0.67,0.8,0.85,0.01,0.45,N
3565,5.16,29.13,8.55,6.86,24.01,240.06,305.26,0.04,0.05,0.04,0.03,1.11,12.79,-7.68,0.47,0.53,-7.07,-3.25,0.48,1.3,2.59,0.43,0.52,-1.03,0.66,0.71,0.02,0.64,N
3566,5.74,35.67,12.01,7.96,22.91,100.06,90.35,0.08,0.06,0.06,0.09,1.1,14.84,-5.95,0.28,0.51,-7.76,-20.32,0.54,-1.39,2.22,0.39,0.55,-1.05,0.93,0.67,0.02,0.61,N
3567,5.66,34.35,11.14,6.53,35.69,47.55,47.3,0.03,0.05,0.07,0.05,0.46,24.28,-7.73,0.74,0.59,-9.95,-4.15,0.44,1.35,5.95,0.45,0.57,-1.09,0.94,0.41,0.02,0.56,N
3568,5.69,47.96,9.81,9.87,89.2,26.15,48.39,0.04,0.06,0.06,0.06,0.55,-3.83,-4.48,0.52,0.44,21.42,-4.3,0.49,3.31,11.33,0.47,0.45,-0.51,1.69,0.8,0.02,0.6,N
3569,5.04,9.42,20.11,16.92,8.2,77.74,48.22,0.16,0.07,0.08,0.09,0.5,-5.38,2.5,0.88,0.57,2.76,-6.72,0.51,0.5,29.05,0.67,0.66,-0.13,1.48,0.81,0.02,0.56,N
3570,2.62,28.84,7.88,7.13,18.1,36.09,34.16,0.04,0.04,0.05,0.05,0.99,-3.56,15.13,0.98,0.48,8.69,13.8,0.44,-1.09,2.41,0.36,0.59,-1.16,0.89,0.45,0.02,0.6,N
3571,6.19,14.04,9.05,7.03,15.87,29.42,44.85,0.07,0.04,0.07,0.07,1.14,-7.28,5.15,0.77,0.47,7.21,-8.82,0.57,-1.4,2.28,0.37,0.59,-0.76,0.95,0.74,0.02,0.55,N
3572,8.47,25.08,7.77,6.64,13.84,28.19,25.95,0.05,0.04,0.05,0.03,12.6,-4.05,-6.55,0.41,0.61,-6.69,4.15,0.54,0.01,-7.36,0.35,0.52,-1.32,1.53,0.39,0.02,0.64,N
3573,-0.07,38.51,8.78,8.54,12.95,86.19,81.28,0.06,0.03,0.03,0.05,1.36,-2.41,3.24,0.97,0.59,2.54,1768.24,0.47,1.43,9.7,0.5,0.59,-0.3,1.33,0.69,0.02,0.64,N
3574,5.62,15.25,10.01,7.67,31.28,38.97,31.63,0.03,0.04,0.04,0.04,1.15,-53.42,11.72,0.36,0.53,-70.81,-14.94,0.52,1.42,0.88,0.42,0.55,-1.16,1.53,0.53,0.02,0.6,N
3575,5.95,88.38,8.74,7.94,25.59,51.2,45.79,0.04,0.07,0.06,0.05,0.71,-5.34,6.8,1.08,0.59,8.38,-4.86,0.51,-0.86,0.46,0.34,0.61,-0.66,0.6,0.81,0.01,0.45,N
3576,7.94,28.97,13.68,9.29,20.74,77.58,53.62,0.07,0.03,0.22,0.05,0.36,-2.91,11.25,0.53,0.53,7.34,-3.34,0.46,-1.18,0.61,0.33,0.56,-0.22,1.59,0.33,0.01,0.6,N
3577,5.76,15.17,8.33,7.27,34.45,43.48,52.56,0.04,0.03,0.04,0.04,0.54,-7.43,2.77,1.16,0.63,4.25,32.45,0.52,1.29,10.13,0.45,0.55,-0.69,0.44,0.83,0.02,0.63,N
3578,5.48,24.64,9.41,10.51,11.09,165.71,106.71,0.06,0.04,0.12,0.14,1.14,8.23,-16.84,0.51,0.52,-9.89,-1.98,0.49,1.62,-3.05,0.45,0.41,-0.77,1.26,0.88,0.02,0.6,N
3579,14.44,20.01,8.42,10.32,19.7,47.51,47.64,0.14,0.04,0.06,0.06,-59.52,-29.12,5.63,1.29,0.46,11.91,-10,0.43,-1.69,7.01,0.46,0,-0.67,1.52,0.3,0.01,0.02,N
3580,8.48,29.75,9.54,7,21.46,93.44,98.87,0.04,0.06,0.04,0.04,1.69,27.67,375.37,0.83,0.56,-41.91,537.35,0.51,0.97,21.13,0.61,0.48,-1.23,0.69,0.55,0.02,0.59,N
3581,5.66,33.91,11.02,24.76,62.94,91.22,367.83,0.07,0.06,0.17,0.14,0.59,-2.49,2.84,1.28,0.47,2.43,-5.76,0.34,-0.88,-0.97,0.43,0.49,0.24,1.26,0.29,0.01,0.57,N
3582,5.1,14.54,23.35,11.26,10.25,20.75,32.72,0.05,0.03,0.07,0.08,0.55,-6.88,5.27,1.04,0.55,5.35,-2.16,0.53,0.91,15.29,0.55,0.59,-0.5,1.4,0.17,0.01,0.4,N
3583,6.1,16.28,9.75,8.48,24.09,40.26,46.91,0.05,0.04,0.05,0.06,1.14,-13.63,1.66,0.8,0.52,4.34,-2.53,0.5,1.46,5.9,0.47,0.65,-0.3,1.25,0.63,0,0.23,N
3584,5.21,24.38,10.58,7.04,18.84,158.16,96.92,0.06,0.05,0.04,0.03,-7.93,17.44,-3.36,0.29,0.59,-3.38,-5.65,0.49,-1.07,1.21,0.37,0.48,-1.15,1.61,0.39,0.02,0.64,N
3585,16.62,17.77,7.72,8.4,103.42,64.66,40.62,0.04,0.03,0.04,0.05,0.71,81.83,3.01,1.03,0.5,5.73,-7.97,0.56,2,7.59,0.45,0.69,-0.61,0.69,0.74,0.02,0.58,N
3586,16.38,21,8.4,10.06,19.02,71.65,49.79,0.04,0.06,0.05,0.05,0.91,-1.24,8.59,0.56,0.5,2.78,8.67,0.61,-1.63,6.77,0.4,0.7,-0.85,1.3,0.94,0.02,0.55,N
3587,5.49,20.42,9.89,7.7,27.24,32.82,35.33,0.08,0.1,0.1,0.18,0.52,-4.37,2.09,1.31,0.57,2.55,-172.17,0.46,-0.83,-0.53,0.42,0.44,-0.07,0.45,0.55,0.02,0.59,N
3588,14.48,28.79,8.7,9.12,12.89,33.92,44.02,0.05,0.04,0.07,0.05,13.34,-5.87,-38.33,0.57,0.53,82.21,2.88,0.51,1.3,5.88,0.47,0.57,-1.4,1.48,0.04,0.01,0.63,N
3589,8.58,17.95,9,9.88,9.28,35.87,44.52,0.07,0.07,0.08,0.06,1.46,-2.89,2.04,0.93,0.61,2.64,2.4,0.5,0.71,24.39,0.62,0.53,-0.35,1.28,0.31,0.02,0.6,N
3590,4.89,19.25,9.88,8.8,17.06,230.57,287.8,0.09,0.3,0.09,0.09,1.01,-8.51,4.05,0.64,0.52,6.8,-3.1,0.46,-1.19,2.06,0.35,0.54,-0.04,0.56,1.37,0.02,0.65,N
3591,5.39,30.91,6.74,8.55,12.82,34.85,38.81,0.04,0.03,0.05,0.04,4.14,-3.57,5.12,0.88,0.6,5.5,2.68,0.47,1.26,6.41,0.41,0.57,-1.69,0.41,0.32,0.02,0.59,N
3592,5,21.18,11.27,11.92,18.5,49.57,59,0.13,0.17,0.06,0.05,0.76,9.46,-11.25,0.57,0.49,-6.5,-3.72,0.43,1.71,-7.72,0.41,0.39,-1.08,2.33,0.81,0.02,0.6,N
3593,6.02,15.09,8.83,14.95,39.18,256.79,274.85,0.07,0.05,0.06,0.04,0.39,3.28,9.66,0.66,0.51,18.7,-2.13,0.49,1.22,1.68,0.42,0.49,-0.24,0.73,0.66,0.01,0.68,N
3594,5.45,16.46,5.99,6.57,21.49,27.11,26.95,0.04,0.09,0.07,0.05,1.12,-4.77,14.17,0.72,0.53,10.5,-2.39,0.52,-0.81,0.13,0.37,0.51,-0.8,1.47,1.06,0.02,0.6,N
3595,7.25,16.04,9.43,8.14,21.57,44.95,39.45,0.05,0.05,0.06,0.14,11.24,98.82,18.06,0.49,0.61,-24.44,6.37,0.51,-0.6,-1.65,0.4,0.46,-1.88,1.54,0.86,0.02,0.03,N
3596,5.8,28.79,7.57,7.4,56,647.28,111.98,0.05,0.06,0.04,0.05,2.03,-29.18,-29.67,1.01,0.56,-22.53,-2.6,0.48,1.59,6.41,0.46,0.49,-0.69,1.24,0.84,0.01,0.58,N
3597,5.52,44.05,8.42,7.8,39.39,65.37,119.57,0.04,0.1,0.04,0.04,1.86,-24.87,-4.6,0.42,0.53,-10.48,-3.47,0.52,-0.8,-0.7,0.41,0.51,-0.95,1.02,0.48,0.01,0.52,N
3598,4.52,18.64,6,11.54,14.33,28.06,21.87,0.04,0.08,0.03,0.04,0.54,-2.37,-10.65,0.52,0.54,30.96,-5.5,0.54,1.53,-0.16,0.44,0.56,-0.93,0.71,0.36,0.01,0.47,N
3599,4.79,11.32,19.65,9.17,10.83,35.82,28.93,0.07,0.03,0.03,0.04,0.27,-2.62,4.55,0.61,0.45,2.9,7.77,0.47,-0.69,-1.49,0.41,0.37,-0.42,1.45,-0.39,0.01,0.6,N
3600,6.94,25.09,8.63,38.56,24.13,247.46,280.96,0.06,0.06,0.06,0.04,0.57,-9.87,7.03,1.09,0.6,7.82,-7.22,0.54,1.37,9.69,0.5,0.58,-0.61,1.44,0.74,0.02,0.6,N
3601,5.04,18.86,7.57,12,17.75,62.63,43.55,0.06,0.03,0.14,0.05,1.02,-347.31,7.63,0.79,0.52,11.38,8.96,0.52,0.29,-7.79,0.33,0.48,-0.46,1.29,0.28,0,0.57,N
3602,17.02,11.22,8.54,7.73,37.9,25.7,23.77,0.04,0.06,0.03,0.04,1.79,-8.76,-8.25,0.5,0.57,-14.26,-3.29,0.52,1,11.63,0.52,0.57,-0.83,0.86,0.62,0.02,0.58,N
3603,6.44,35.96,8.83,7.51,22.65,41.36,39.82,0.06,0.06,0.12,0.06,1.01,6.82,5.15,0.78,0.47,12.25,-11.95,0.54,1.1,4.77,0.46,0.44,-1.02,0.63,0.61,0.02,0.59,N
3604,-0.83,29.39,11.77,10.83,28.75,20.06,20.11,0.03,0.05,0.06,0.04,1.47,-1.75,6.07,0.52,0.54,3.42,3.91,0.58,1.74,6.18,0.45,0.55,-0.75,1.1,0.45,0.02,0.53,N
3605,5.56,21.87,7.29,11.75,20.12,49.61,49.83,0.04,0.05,0.04,0.05,1.02,10.73,-138.45,0.42,0.49,-75.78,3.97,0.49,1.32,4.82,0.48,0.45,-1.14,0.38,0.29,0.02,0.61,N
3606,8.59,259.26,7.81,213.76,19.89,466.67,369.57,0.03,0.09,0.05,0.03,0.37,-10.74,-14.65,0.46,0.58,47.28,-4.81,0.48,1.03,6.17,0.47,0.5,-0.48,0.47,0.23,0.02,0.62,N
3607,-1.99,11.93,8.51,9.38,29.43,35.74,27.11,0.06,0.06,0.04,0.05,1.04,-3.27,12.74,0.88,0.51,6.85,20.86,0.52,1.06,6.69,0.45,0.54,-1.21,1.61,0.74,0.02,0.62,N
3608,5.36,15,12.04,9.24,16.33,73.91,28.29,0.17,0.07,0.06,0.06,1.12,-3.5,-12.23,0.45,0.49,66.54,-5.98,0.5,1.62,-0.1,0.44,0.58,-0.59,1.26,0.62,0.01,0.48,N
3609,7.25,16.96,7.08,10.42,16.23,77.75,59.07,0.03,0.04,0.04,0.07,0.75,14.42,11.46,0.93,0.53,23.59,-5.14,0.5,1.53,6.62,0.43,0.38,-0.89,0.82,0.63,0.02,0.58,N
3610,6.14,53.45,11.24,9.86,14.3,194.57,270.26,0.06,0.07,0.04,0.07,0.77,7.64,11.63,0.68,0.56,-22.11,-7.39,0.54,1.43,2.1,0.45,0.58,-0.84,1.42,0.71,0.02,0.65,N
3611,3.73,14.58,6.46,8.46,37.34,25.12,36.27,0.04,0.04,0.05,0.05,2.1,-8.69,3.03,1.08,0.56,7.87,5.62,0.55,-1.34,2.82,0.42,0.65,-1.15,1.22,0.22,0.02,0.6,N
3612,4.35,11.79,6.6,8.5,12.49,47.71,40.4,0.04,0.05,0.04,0.04,3.55,-3.05,-11.46,0.49,0.61,15.74,12.92,0.53,0.77,18.48,0.63,0.59,-1.32,1.42,0.39,0.02,0.58,N
3613,3.5,15.39,8.87,6.81,34,57.81,26.76,0.06,0.05,0.05,0.03,1.5,-2.83,2.96,1.24,0.69,3.74,4.49,0.62,1.03,23.02,0.57,0.58,-0.5,0.88,0.36,0.02,0.62,N
3614,4.62,11.83,8.84,6.75,23.81,30.92,34.06,0.07,0.05,0.07,0.08,8.32,152.74,4.3,1.17,0.46,27.53,-87,0.49,1.62,4.7,0.45,0.51,-1.14,0.88,0.7,0.02,0.6,N
3615,4.42,9.15,10.61,15.38,16.99,30.04,48.71,0.07,0.13,0.13,0.13,3.78,-3.42,-43.68,1.05,0.63,13.38,-2.23,0.44,1.53,-1.56,0.44,0.47,0.13,0.84,0.42,0.02,0.59,N
3616,6.61,16.13,8.2,12.16,17.71,58.06,41.37,0.04,0.07,0.16,0.22,1.13,-10.34,-3.89,1.4,0.64,-8.56,-5.8,0.43,1.52,3.22,0.45,0.53,-1.03,2.14,0.69,0.02,0.65,N
3617,6.16,16.5,12.68,7.73,28.49,52.44,47.88,0.04,0.05,0.04,0.03,0.61,20.57,-62.98,0.78,0.53,-41.75,-5.92,0.49,-0.45,-3.24,0.39,0.48,-0.35,0.94,0.04,0.02,0.62,N
3618,3.71,20.92,6.67,9.74,12.08,44.75,37.63,0.05,0.19,0.06,0.03,36.41,12.96,2.86,1.21,0.56,22.89,3.36,0.54,-0.83,0.4,0.4,0.5,-1.2,0.99,0.04,0.02,0.62,N
